Variable:,tas
,Namibia,Caprivi,Erongo,Hardap,Karas,Kavango,Khomas,Kunene,Ohangwena,Omaheke,Omusati,Oshana,Oshikoto,Otjozondjupa
2015,20.80,23.52,19.72,20.12,18.97,23.14,20.90,18.05,22.86,21.30,18.88,20.39,22.58,21.71
2016,20.67,23.31,19.64,20.12,18.93,22.76,20.98,17.99,22.79,21.03,18.87,20.39,22.32,21.44
2017,20.75,23.55,19.64,20.13,18.91,23.12,20.96,17.99,22.86,21.05,19.01,20.48,22.47,21.58
2018,20.86,23.86,19.84,20.16,19.09,23.23,21.00,18.13,23.01,21.12,19.13,20.67,22.64,21.71
2019,20.64,23.41,19.71,20.08,18.97,22.83,20.78,18.02,22.78,20.94,18.93,20.34,22.34,21.40
2020,21.29,24.29,20.06,20.67,19.42,23.70,21.40,18.38,23.51,21.72,19.45,20.99,23.07,22.11
2021,20.97,23.79,19.93,20.35,19.15,23.24,21.19,18.32,23.07,21.20,19.20,20.66,22.70,21.76
2022,21.05,23.96,19.84,20.23,18.98,23.53,21.05,18.30,23.37,21.55,19.40,20.94,22.96,22.00
2023,21.11,24.24,19.84,20.29,19.09,23.69,21.15,18.26,23.46,21.65,19.30,20.87,23.03,22.09
2024,21.01,23.78,20.01,20.37,19.14,23.29,21.22,18.33,23.07,21.46,19.23,20.71,22.73,21.89
2025,21.24,24.19,19.92,20.48,19.06,23.66,21.41,18.30,23.69,21.74,19.68,21.27,23.44,22.18
2026,21.12,24.05,19.91,20.51,19.26,23.36,21.20,18.31,23.35,21.51,19.42,20.90,22.89,21.90
2027,21.20,23.81,20.17,20.56,19.40,23.50,21.37,18.47,23.42,21.57,19.37,20.89,23.03,22.03
2028,21.18,24.18,19.96,20.45,19.16,23.63,21.33,18.34,23.64,21.54,19.37,20.98,23.24,22.10
2029,21.23,24.08,19.98,20.44,19.28,23.72,21.23,18.36,23.68,21.57,19.61,21.18,23.31,22.13
2030,21.31,24.45,19.90,20.52,19.22,24.01,21.35,18.21,23.50,21.93,19.52,21.04,23.05,22.30
2031,21.30,24.13,20.16,20.59,19.48,23.74,21.34,18.56,23.79,21.54,19.59,21.03,23.10,22.12
2032,21.17,24.07,19.74,20.45,19.16,23.32,21.34,18.23,23.51,21.76,19.47,21.08,23.10,22.09
2033,21.31,24.18,20.15,20.71,19.51,23.76,21.51,18.38,23.37,21.59,19.49,21.05,22.99,22.18
2034,21.09,23.96,20.22,20.56,19.61,23.32,21.12,18.44,23.15,21.28,19.17,20.64,22.81,21.80
2035,21.44,24.21,20.36,20.90,19.65,23.70,21.71,18.61,23.45,21.87,19.57,21.03,23.10,22.30
2036,21.35,24.18,20.36,20.81,19.48,23.55,21.65,18.62,23.49,21.68,19.53,21.02,23.12,22.18
2037,21.31,24.07,20.45,20.75,19.55,23.60,21.44,18.65,23.42,21.63,19.45,20.86,22.89,22.10
2038,21.34,23.90,20.41,20.68,19.69,23.41,21.45,18.75,23.43,21.63,19.67,21.14,23.06,22.08
2039,21.06,24.11,20.17,20.29,19.21,23.59,21.10,18.39,23.35,21.34,19.21,20.71,22.92,21.89
2040,21.34,24.40,20.21,20.62,19.34,23.74,21.44,18.51,23.60,21.88,19.46,21.05,23.21,22.22
2041,21.45,24.48,19.95,20.58,19.22,24.08,21.43,18.38,23.96,22.11,19.78,21.50,23.60,22.43
2042,21.19,24.13,20.03,20.63,19.34,23.69,21.40,18.30,23.53,21.51,19.28,20.77,23.05,21.91
2043,21.12,24.20,20.03,20.51,19.35,23.44,21.29,18.33,23.21,21.41,19.33,20.74,22.82,21.90
2044,21.61,24.37,20.22,20.95,19.49,24.11,21.78,18.62,23.68,22.28,19.71,21.22,23.31,22.56
2045,21.84,24.58,20.60,21.21,19.70,24.20,22.06,18.95,23.94,22.43,20.05,21.62,23.70,22.81
2046,21.42,24.42,20.19,20.70,19.56,23.77,21.37,18.61,23.75,21.74,19.86,21.38,23.40,22.24
2047,21.41,24.38,20.13,20.71,19.49,23.79,21.43,18.49,23.78,21.76,19.61,21.27,23.36,22.31
2048,21.62,24.41,20.27,20.81,19.45,24.17,21.71,18.70,23.86,22.27,19.85,21.31,23.54,22.73
2049,21.27,24.09,19.96,20.52,19.20,23.68,21.32,18.42,23.81,21.74,19.65,21.21,23.38,22.21
2050,21.53,24.25,20.07,20.76,19.50,23.91,21.69,18.50,23.92,22.08,19.79,21.38,23.54,22.58
2051,21.48,24.28,20.29,20.85,19.58,23.95,21.58,18.49,23.99,21.79,19.66,21.29,23.53,22.32
2052,21.58,24.80,19.96,20.82,19.44,24.34,21.72,18.35,23.98,22.28,19.60,21.14,23.43,22.63
2053,21.32,24.11,19.91,20.59,19.34,23.96,21.37,18.28,23.55,21.87,19.39,20.93,23.15,22.26
2054,21.60,24.37,20.36,20.94,19.58,24.04,21.77,18.64,23.89,22.15,19.76,21.33,23.49,22.57
2055,21.50,24.58,20.32,20.75,19.52,24.02,21.58,18.55,23.81,21.99,19.55,21.09,23.40,22.49
2056,21.34,24.07,20.05,20.73,19.41,23.67,21.46,18.45,23.74,21.76,19.59,21.19,23.35,22.21
2057,21.20,23.94,19.97,20.57,19.42,23.48,21.35,18.37,23.49,21.41,19.54,21.07,23.10,21.96
2058,21.63,24.52,20.24,20.84,19.57,24.12,21.71,18.66,24.14,22.10,19.87,21.44,23.66,22.57
2059,21.66,24.65,20.30,20.90,19.61,24.33,21.75,18.70,24.11,22.15,19.86,21.53,23.55,22.63
2060,21.31,24.46,19.95,20.42,19.20,24.00,21.19,18.36,23.72,21.74,19.69,21.27,23.40,22.27
2061,21.30,24.60,19.94,20.54,19.31,24.00,21.34,18.29,23.62,21.83,19.34,20.93,23.17,22.23
2062,21.47,24.55,20.16,20.78,19.55,24.06,21.48,18.39,23.79,21.94,19.59,21.15,23.28,22.37
2063,21.45,24.40,20.09,20.65,19.29,24.08,21.58,18.40,23.65,22.06,19.59,21.18,23.32,22.50
2064,21.30,24.09,20.16,20.64,19.53,23.72,21.35,18.48,23.53,21.64,19.57,21.15,23.11,22.10
2065,21.02,23.98,20.00,20.39,19.36,23.44,20.99,18.27,23.17,21.34,19.07,20.56,22.78,21.82
2066,21.00,23.88,19.90,20.41,19.30,23.32,21.06,18.19,23.26,21.32,19.17,20.68,22.74,21.78
2067,21.61,24.31,20.26,20.98,19.71,23.91,21.83,18.54,23.85,22.15,19.81,21.40,23.50,22.50
2068,21.65,24.54,20.36,20.99,19.67,23.85,21.82,18.73,23.83,22.16,19.89,21.43,23.52,22.57
